,hubmap_id,uuid,status,ancestors,descendants
122,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,d3ad6409d2ad37ef7dbcc90ccc199f68,ab368441a254b696f2861738b692a5b7
122,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,d3ad6409d2ad37ef7dbcc90ccc199f68,35454f56fd4d7b3c4b80921a9c7e6b18
122,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,d3ad6409d2ad37ef7dbcc90ccc199f68,e59ae3cdc0402f499d02f5e3819b5f20
122,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,d3ad6409d2ad37ef7dbcc90ccc199f68,b9fad66cb03bcbc0e9af64ab291103cb
122,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,d3ad6409d2ad37ef7dbcc90ccc199f68,5318485b16983482401c3be24b6c42ad
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,af99fe7abd9466881e22d3b8b9107bd5,ab368441a254b696f2861738b692a5b7
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,af99fe7abd9466881e22d3b8b9107bd5,35454f56fd4d7b3c4b80921a9c7e6b18
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,af99fe7abd9466881e22d3b8b9107bd5,e59ae3cdc0402f499d02f5e3819b5f20
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,af99fe7abd9466881e22d3b8b9107bd5,b9fad66cb03bcbc0e9af64ab291103cb
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,af99fe7abd9466881e22d3b8b9107bd5,5318485b16983482401c3be24b6c42ad
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,efbf777d8d36f03cebe957e02eb9f8fe,ab368441a254b696f2861738b692a5b7
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,efbf777d8d36f03cebe957e02eb9f8fe,35454f56fd4d7b3c4b80921a9c7e6b18
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,efbf777d8d36f03cebe957e02eb9f8fe,e59ae3cdc0402f499d02f5e3819b5f20
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,efbf777d8d36f03cebe957e02eb9f8fe,b9fad66cb03bcbc0e9af64ab291103cb
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,efbf777d8d36f03cebe957e02eb9f8fe,5318485b16983482401c3be24b6c42ad
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,3280ceaaee2c24e262d46a5f83edfe98,ab368441a254b696f2861738b692a5b7
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,3280ceaaee2c24e262d46a5f83edfe98,35454f56fd4d7b3c4b80921a9c7e6b18
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,3280ceaaee2c24e262d46a5f83edfe98,e59ae3cdc0402f499d02f5e3819b5f20
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,3280ceaaee2c24e262d46a5f83edfe98,b9fad66cb03bcbc0e9af64ab291103cb
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,3280ceaaee2c24e262d46a5f83edfe98,5318485b16983482401c3be24b6c42ad
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,d3ad6409d2ad37ef7dbcc90ccc199f68,ab368441a254b696f2861738b692a5b7
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,d3ad6409d2ad37ef7dbcc90ccc199f68,35454f56fd4d7b3c4b80921a9c7e6b18
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,d3ad6409d2ad37ef7dbcc90ccc199f68,e59ae3cdc0402f499d02f5e3819b5f20
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,d3ad6409d2ad37ef7dbcc90ccc199f68,b9fad66cb03bcbc0e9af64ab291103cb
123,HBM394.VSKR.883,5afac98d9f449f2169b505179dd96f0e,Published,d3ad6409d2ad37ef7dbcc90ccc199f68,5318485b16983482401c3be24b6c42ad
124,HBM396.BTXQ.696,52802e3d118ecf66aa7c776e2320b110,Unpublished,93d2247f540200f6bb7d0567c95afcec,
124,HBM396.BTXQ.696,52802e3d118ecf66aa7c776e2320b110,Unpublished,b13245e551fa45a24b170ac11b01a264,
124,HBM396.BTXQ.696,52802e3d118ecf66aa7c776e2320b110,Unpublished,647bb669b1302c49cada4274553543e1,
124,HBM396.BTXQ.696,52802e3d118ecf66aa7c776e2320b110,Unpublished,d15df1013d0948b4416a88fec00f5385,
125,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,d1fe368864b494e4cace64d68c7c60ed,91a46cd9228c04e77df05536a036824b
125,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,d1fe368864b494e4cace64d68c7c60ed,5d59784e70a74d4f44c729afff22668c
125,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,f2d94e194470a4d748fb388db47f9598,91a46cd9228c04e77df05536a036824b
125,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,f2d94e194470a4d748fb388db47f9598,5d59784e70a74d4f44c729afff22668c
125,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,b120af01d10d2e85ad38721d742768cc,91a46cd9228c04e77df05536a036824b
125,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,b120af01d10d2e85ad38721d742768cc,5d59784e70a74d4f44c729afff22668c
125,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,ac0d2ccbe23e7fff529792d838fdc25b,91a46cd9228c04e77df05536a036824b
125,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,ac0d2ccbe23e7fff529792d838fdc25b,5d59784e70a74d4f44c729afff22668c
125,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,3439871e0617807d2711465a249af9a5,91a46cd9228c04e77df05536a036824b
125,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,3439871e0617807d2711465a249af9a5,5d59784e70a74d4f44c729afff22668c
126,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,d1fe368864b494e4cace64d68c7c60ed,91a46cd9228c04e77df05536a036824b
126,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,d1fe368864b494e4cace64d68c7c60ed,5d59784e70a74d4f44c729afff22668c
126,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,f2d94e194470a4d748fb388db47f9598,91a46cd9228c04e77df05536a036824b
126,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,f2d94e194470a4d748fb388db47f9598,5d59784e70a74d4f44c729afff22668c
126,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,b120af01d10d2e85ad38721d742768cc,91a46cd9228c04e77df05536a036824b
126,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,b120af01d10d2e85ad38721d742768cc,5d59784e70a74d4f44c729afff22668c
126,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,ac0d2ccbe23e7fff529792d838fdc25b,91a46cd9228c04e77df05536a036824b
126,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,ac0d2ccbe23e7fff529792d838fdc25b,5d59784e70a74d4f44c729afff22668c
126,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,3439871e0617807d2711465a249af9a5,91a46cd9228c04e77df05536a036824b
126,HBM396.JHNS.692,055730a8c5486ec9bf66af90102e5626,Published,3439871e0617807d2711465a249af9a5,5d59784e70a74d4f44c729afff22668c
127,HBM396.QSCB.763,737617c116e94ded77b9de7611c469e9,Published,58cea604ee70bfcf0620129ba3878511,d1e9f509063984326570cf603c5654f2
127,HBM396.QSCB.763,737617c116e94ded77b9de7611c469e9,Published,f7c5d23701bf7e9fd88b93aa0f48443d,d1e9f509063984326570cf603c5654f2
127,HBM396.QSCB.763,737617c116e94ded77b9de7611c469e9,Published,fc4dade59469ee0f0653021c2e82183e,d1e9f509063984326570cf603c5654f2
127,HBM396.QSCB.763,737617c116e94ded77b9de7611c469e9,Published,733bdbf081282875f7bd5b64bfaca725,d1e9f509063984326570cf603c5654f2
127,HBM396.QSCB.763,737617c116e94ded77b9de7611c469e9,Published,48b15ba8abfaef4e70edfdf173649b6c,d1e9f509063984326570cf603c5654f2
128,HBM396.QSCB.763,737617c116e94ded77b9de7611c469e9,Published,58cea604ee70bfcf0620129ba3878511,d1e9f509063984326570cf603c5654f2
128,HBM396.QSCB.763,737617c116e94ded77b9de7611c469e9,Published,f7c5d23701bf7e9fd88b93aa0f48443d,d1e9f509063984326570cf603c5654f2
128,HBM396.QSCB.763,737617c116e94ded77b9de7611c469e9,Published,fc4dade59469ee0f0653021c2e82183e,d1e9f509063984326570cf603c5654f2
128,HBM396.QSCB.763,737617c116e94ded77b9de7611c469e9,Published,733bdbf081282875f7bd5b64bfaca725,d1e9f509063984326570cf603c5654f2
128,HBM396.QSCB.763,737617c116e94ded77b9de7611c469e9,Published,48b15ba8abfaef4e70edfdf173649b6c,d1e9f509063984326570cf603c5654f2
129,HBM397.WXXH.736,f22a9ba97b79eefe6b152b4315e43c76,Unpublished,1bbc6ce90a1ffd418dde4b9c24e772b3,da7986ab10ec94b8559d7a9497da6b11
129,HBM397.WXXH.736,f22a9ba97b79eefe6b152b4315e43c76,Unpublished,a0eede0505104ad98934f52ed2f9bceb,da7986ab10ec94b8559d7a9497da6b11
129,HBM397.WXXH.736,f22a9ba97b79eefe6b152b4315e43c76,Unpublished,068b00a2b9c5a0a10f810932f99edecf,da7986ab10ec94b8559d7a9497da6b11
129,HBM397.WXXH.736,f22a9ba97b79eefe6b152b4315e43c76,Unpublished,40d78d697bdee2223dc148f88dea0ef9,da7986ab10ec94b8559d7a9497da6b11
130,HBM398.CFZH.458,8fcb96b98c87178e2666435a3b3a5350,Published,0d1d286ffbc3b42ac47f79ff75053566,33c0ce043ae331ea23fc80023428e534
130,HBM398.CFZH.458,8fcb96b98c87178e2666435a3b3a5350,Published,b2362226c142a855ddaa0fba0db29b95,33c0ce043ae331ea23fc80023428e534
130,HBM398.CFZH.458,8fcb96b98c87178e2666435a3b3a5350,Published,6e04df59ac8f9cdcc657d1ab08f0d211,33c0ce043ae331ea23fc80023428e534
130,HBM398.CFZH.458,8fcb96b98c87178e2666435a3b3a5350,Published,b34c049c809533ca3ab0220670cb1632,33c0ce043ae331ea23fc80023428e534
130,HBM398.CFZH.458,8fcb96b98c87178e2666435a3b3a5350,Published,f8d963cab6bd10e2a4b8184ea8197fc1,33c0ce043ae331ea23fc80023428e534
131,HBM398.CFZH.458,8fcb96b98c87178e2666435a3b3a5350,Published,0d1d286ffbc3b42ac47f79ff75053566,33c0ce043ae331ea23fc80023428e534
131,HBM398.CFZH.458,8fcb96b98c87178e2666435a3b3a5350,Published,b2362226c142a855ddaa0fba0db29b95,33c0ce043ae331ea23fc80023428e534
131,HBM398.CFZH.458,8fcb96b98c87178e2666435a3b3a5350,Published,6e04df59ac8f9cdcc657d1ab08f0d211,33c0ce043ae331ea23fc80023428e534
131,HBM398.CFZH.458,8fcb96b98c87178e2666435a3b3a5350,Published,b34c049c809533ca3ab0220670cb1632,33c0ce043ae331ea23fc80023428e534
131,HBM398.CFZH.458,8fcb96b98c87178e2666435a3b3a5350,Published,f8d963cab6bd10e2a4b8184ea8197fc1,33c0ce043ae331ea23fc80023428e534
132,HBM398.HXZL.642,d8bcf823b7f194943521a0c3f3ee2040,Unpublished,3a4cd493936ebfcb961aa0ff84e29cb7,
132,HBM398.HXZL.642,d8bcf823b7f194943521a0c3f3ee2040,Unpublished,4953f701a9c622a7c7e9ff9e13aebcce,
132,HBM398.HXZL.642,d8bcf823b7f194943521a0c3f3ee2040,Unpublished,ff3e1f525c7989bd324b8a6a530e2b50,
132,HBM398.HXZL.642,d8bcf823b7f194943521a0c3f3ee2040,Unpublished,b2e5e2ec02df0fb63c5a478378e238e3,
132,HBM398.HXZL.642,d8bcf823b7f194943521a0c3f3ee2040,Unpublished,68dca150a4ec40216f459659617cbe73,
133,HBM398.HXZL.642,d8bcf823b7f194943521a0c3f3ee2040,Unpublished,3a4cd493936ebfcb961aa0ff84e29cb7,
133,HBM398.HXZL.642,d8bcf823b7f194943521a0c3f3ee2040,Unpublished,4953f701a9c622a7c7e9ff9e13aebcce,
133,HBM398.HXZL.642,d8bcf823b7f194943521a0c3f3ee2040,Unpublished,ff3e1f525c7989bd324b8a6a530e2b50,
133,HBM398.HXZL.642,d8bcf823b7f194943521a0c3f3ee2040,Unpublished,b2e5e2ec02df0fb63c5a478378e238e3,
133,HBM398.HXZL.642,d8bcf823b7f194943521a0c3f3ee2040,Unpublished,68dca150a4ec40216f459659617cbe73,
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,bc7d57a8afd17952c27e8717e8c7ce87,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,bc7d57a8afd17952c27e8717e8c7ce87,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,bc7d57a8afd17952c27e8717e8c7ce87,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,9778e9d083094862b2874f3007f8fe76,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,9778e9d083094862b2874f3007f8fe76,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,9778e9d083094862b2874f3007f8fe76,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,e80f0c3e55d812b56df0bed8562ea2c3,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,e80f0c3e55d812b56df0bed8562ea2c3,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,e80f0c3e55d812b56df0bed8562ea2c3,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,25fd10f300c96818d34ffbe38d52d134,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,25fd10f300c96818d34ffbe38d52d134,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,25fd10f300c96818d34ffbe38d52d134,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,6da2611e96220840db5dbbce8c779859,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,6da2611e96220840db5dbbce8c779859,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,6da2611e96220840db5dbbce8c779859,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,8905f422e352d054a6973e8577692fc6,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,8905f422e352d054a6973e8577692fc6,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,8905f422e352d054a6973e8577692fc6,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,e043a21b5d1fbb381e227b29c74c1a7e,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,e043a21b5d1fbb381e227b29c74c1a7e,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,e043a21b5d1fbb381e227b29c74c1a7e,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,b8ba73fef4a57494e8337f3ffe5a6174,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,b8ba73fef4a57494e8337f3ffe5a6174,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,b8ba73fef4a57494e8337f3ffe5a6174,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,27c6f5fa99d76fc2118b9bbddc3b13d2,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,27c6f5fa99d76fc2118b9bbddc3b13d2,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,27c6f5fa99d76fc2118b9bbddc3b13d2,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,a81cb8da408c4e22682d1f8169911c79,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,a81cb8da408c4e22682d1f8169911c79,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,a81cb8da408c4e22682d1f8169911c79,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,0776a17e0ad030344e84e62e782caad0,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,0776a17e0ad030344e84e62e782caad0,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,0776a17e0ad030344e84e62e782caad0,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,1e9013faf49e93202fad795d22aa1e92,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,1e9013faf49e93202fad795d22aa1e92,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,1e9013faf49e93202fad795d22aa1e92,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,e7f708674b10e6e4861519487f122eb7,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,e7f708674b10e6e4861519487f122eb7,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,e7f708674b10e6e4861519487f122eb7,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,8889ac38dd59f13a048fad83f5f5617f,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,8889ac38dd59f13a048fad83f5f5617f,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,8889ac38dd59f13a048fad83f5f5617f,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,bcb978d0a5e6c50b834c9b609c4c7bbf,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,bcb978d0a5e6c50b834c9b609c4c7bbf,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,bcb978d0a5e6c50b834c9b609c4c7bbf,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,18935c7f93f1b0a031c1f193276715fe,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,18935c7f93f1b0a031c1f193276715fe,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,18935c7f93f1b0a031c1f193276715fe,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,f1b94b3c17ea777b373facccaa860112,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,f1b94b3c17ea777b373facccaa860112,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,f1b94b3c17ea777b373facccaa860112,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,afbfbf78d34f57bddf742d1e6f743d50,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,afbfbf78d34f57bddf742d1e6f743d50,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,afbfbf78d34f57bddf742d1e6f743d50,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,4d648863afe79adca94d22cf3da98b45,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,4d648863afe79adca94d22cf3da98b45,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,4d648863afe79adca94d22cf3da98b45,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,47b4937f643e89fe2669f406802d256c,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,47b4937f643e89fe2669f406802d256c,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,47b4937f643e89fe2669f406802d256c,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,4d168c88d0c278b2dc978dac4b533b35,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,4d168c88d0c278b2dc978dac4b533b35,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,4d168c88d0c278b2dc978dac4b533b35,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,87febc352818b4b8af4771e2912434e1,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,87febc352818b4b8af4771e2912434e1,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,87febc352818b4b8af4771e2912434e1,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,27d3b3c06d9cb3bd3b2b5421a279e10e,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,27d3b3c06d9cb3bd3b2b5421a279e10e,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,27d3b3c06d9cb3bd3b2b5421a279e10e,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,5d3761f6f31a537f8f810ef5688c272f,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,5d3761f6f31a537f8f810ef5688c272f,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,5d3761f6f31a537f8f810ef5688c272f,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,13d8cdbb71e11769aea309bc94a77960,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,13d8cdbb71e11769aea309bc94a77960,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,13d8cdbb71e11769aea309bc94a77960,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,4c394ffcca21311fb22cf6e18c10baba,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,4c394ffcca21311fb22cf6e18c10baba,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,4c394ffcca21311fb22cf6e18c10baba,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,a4c7b437e1e74ee5fd3ef2bb4fffa67c,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,a4c7b437e1e74ee5fd3ef2bb4fffa67c,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,a4c7b437e1e74ee5fd3ef2bb4fffa67c,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,741763826077d0a5160c4fa65f32d120,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,741763826077d0a5160c4fa65f32d120,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,741763826077d0a5160c4fa65f32d120,2fa4239fa39ce5e9adc6f4a4eaa5806e
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,eb835a73880daf4a16e05bab1148280d,77d3d17a50c394098b2eaa76cb252a6a
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,eb835a73880daf4a16e05bab1148280d,19f5da8bd41b570b4293db13d10cfb78
134,HBM398.NCVN.256,59f249caa2fe225f030205c2abd86051,Published,eb835a73880daf4a16e05bab1148280d,2fa4239fa39ce5e9adc6f4a4eaa5806e
135,HBM398.ZSNW.578,d74c1643f3f4c22a4758e5931029ed75,Published,b583ee68bbd0e00987292f837d519800,ee6e44b3e6cb77ef1806e722390a01a8
135,HBM398.ZSNW.578,d74c1643f3f4c22a4758e5931029ed75,Published,6e5e5be224d88f38aa390d0c389839c7,ee6e44b3e6cb77ef1806e722390a01a8
135,HBM398.ZSNW.578,d74c1643f3f4c22a4758e5931029ed75,Published,0e1c2d399477b244ac006eb58918ec0c,ee6e44b3e6cb77ef1806e722390a01a8
